modelo,modelo_etiqueta,muestra,muestra_etiqueta,informacion,observaciones,trimestres,periodo_inicial,periodo_final,rmse_modelo,sesgo_observado_menos_modelo,mae_modelo,rmse_ar1,ratio_ar1,mejora_ar1_pct,rmse_ar2,ratio_ar2,mejora_ar2_pct,rmse_ma4,ratio_ma4,mejora_ma4_pct
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,solo_covid,Solo COVID,M3,8,8,2020-T1,2021-T4,1.6717919349987753,-0.6686365419889451,1.284821076186212,6.639996833021542,0.2517760139108415,74.82239860891585,6.689059610082197,0.24992929237451242,75.00707076254875,5.331990702381854,0.31353991938732545,68.64600806126747
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,post_covid,Post-COVID,M1-M3,54,18,2022-T1,2026-T2,0.471587442487534,0.1633744169760679,0.35792486810861585,0.7847821729854816,0.6009150802872001,39.90849197127999,0.8370056009821873,0.5634220869420085,43.65779130579915,0.5562829371772009,0.8477474518282994,15.225254817170065
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,post_covid,Post-COVID,M1,18,18,2022-T1,2026-T2,0.5651066462030849,0.21354483215974857,0.43695839434011724,0.8142959940255486,0.6939818571492993,30.601814285070073,0.8346294260183342,0.6770749132330152,32.29250867669848,0.5590771823393477,1.0107846716950746,-1.0784671695074577
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,post_covid,Post-COVID,M2,18,18,2022-T1,2026-T2,0.4257665192468156,0.15475727163853692,0.31037837613400127,0.8142959940255486,0.5228645632185894,47.71354367814106,0.8346294260183342,0.5101264177540067,48.98735822459933,0.5590771823393477,0.7615523092272877,23.844769077271234
dfm_lasso_sin_ar1,DFM · LASSO sin AR1,post_covid,Post-COVID,M3,18,18,2022-T1,2026-T2,0.4081194644235338,0.1218211471299182,0.3264378338517291,0.7221448922033098,0.565149001024345,43.485099897565505,0.8417378277559285,0.4848534198725267,51.514658012747326,0.5506519108824309,0.7411569021335348,25.88430978664652
pesos_senal_fuerte,Bridge · señal contemporánea fuerte,completa_con_covid,Todo el test,M1-M3,231,77,2006-T2,2026-T2,1.327443469178379,-0.10831201091158181,0.8141961125336161,2.0765340518690665,0.6392591867123782,36.074081328762176,2.286314927689374,0.5806039461588686,41.93960538411314,2.032946446057663,0.6529652917087846,34.70347082912154
pesos_senal_fuerte,Bridge · señal contemporánea fuerte,completa_con_covid,Todo el test,M1,77,77,2006-T2,2026-T2,1.6059627765134568,-0.10426916604359489,0.9586017396863613,1.9060468888144666,0.8425620512999773,15.74379487000227,2.2210205951609585,0.7230742389388207,27.692576106117926,2.0266796678249155,0.7924107603235676,20.758923967643238
pesos_senal_fuerte,Bridge · señal contemporánea fuerte,completa_con_covid,Todo el test,M2,77,77,2006-T2,2026-T2,1.1968394959013653,-0.10410937340172645,0.7767795031188759,1.9060468888144666,0.6279171320102109,37.208286798978904,2.2210205951609585,0.5388691570483297,46.11308429516703,2.0266796678249155,0.5905420155449845,40.945798445501545
pesos_senal_fuerte,Bridge · señal contemporánea fuerte,completa_con_covid,Todo el test,M3,77,77,2006-T2,2026-T2,1.1290603496256273,-0.11655749328942412,0.7072070947956115,2.3811660003025135,0.47416280489566315,52.58371951043368,2.4116058710882946,0.46817780764321654,53.18221923567834,2.0454224027485446,0.5519937339634337,44.80062660365663
pesos_senal_fuerte,Bridge · señal contemporánea fuerte,sin_covid,Sin COVID,M1-M3,207,69,2006-T2,2026-T2,0.9122018004818839,-0.1162664229033502,0.6378155449321362,1.169749534217417,0.7798265985993001,22.017340140069987,1.1829634893288556,0.771115768754126,22.888423124587398,1.2189940459641584,0.7483234257804612,25.167657421953884
